"UNSPSC_v5_0301";"Translation_German_5_0301";"English_Titles_ 5_0301"
"12131805";"Gellisierte Treibmitteln";"Gelled propellants"
"12131806";"Hybridische Treibmitteln";"Hybrid propellants"
"12140000";"Elemente und Gase";"Elements and gases"
"12141500";"Erdemetalle";"Earth metals"
"12141501";"Beryllium (Be)";"Beryllium (Be)"
"12141502";"Magnesium (Mg)";"Magnesium (Mg)"
"12141503";"Kalkium (Ca)";"Calcium (Ca)"
"12141504";"Strontium (Sr)";"Strontium (Sr)"
"12141505";"Barium (Ba)";"Barium (Ba)"
"12141506";"Radium (Ra)";"Radium (Ra)"
"12141600";"Seltenerdemetalle";"Rare earth metals"
"12141601";"Cerium (Ce)";"Cerium (Ce)"
"12141602";"Dysprosium (Dy)";"Dysprosium (Dy)"
"12141603";"Erbium (Er)";"Erbium (Er)"
"12141604";"Europium (Eu)";"Europium (Eu)"
"12141605";"Gadolinium (Gd)";"Gadolinium (Gd)"
"12141606";"Holmium (Ho)";"Holmium (Ho)"
"12141607";"Lanthan (La)";"Lanthanum (La)"
"12141608";"Lutetium (Lu)";"Lutetium (Lu)"
"12141609";"Neodymium (Nd)";"Neodymium (Nd)"
"12141610";"Praseodym (Pr)";"Praseodymium (Pr)"
"12141611";"Promethium (Pr)";"Promethium (Pr)"
"12141612";"Samarium (Sm)";"Samarium (Sm)"
"12141613";"Scandium (Sc)";"Scandium (Sc)"
"12141614";"Terbium (Tb)";"Terbium (Tb)"
"12141615";"Thulium (Tm)";"Thulium (Tm)"
"12141616";"Ytterbium (Yb)";"Ytterbium (Yb)"
"12141617";"Yttrium (Y)";"Yttrium (Y)"
"12141700";"Übergangs Metalle";"Transition metals"
"12141701";"Actinium (Ac)";"Actinium (Ac)"
"12141702";"Aluminium (Al)";"Aluminum (Al)"
"12141703";"Americium (Am)";"Americium (Am)"
"12141704";"Antimon (Sb)";"Antimony (Sb)"
"12141705";"Berkelium (Bk)";"Berkelium (Bk)"
"12141706";"Wismut (Bi)";"Bismuth (Bi)"
"12141707";"Kadmium (Ca)";"Cadmium (Ca)"
"12141708";"Californium (Cf)";"Californium (Cf)"
"12141709";"Chrom (Cr)";"Chromium (Cr)"
"12141710";"Kobalt (Co)";"Cobalt (Co)"
"12141711";"Kupfer (Cu)";"Copper (Cu)"
"12141712";"Curium (Cm)";"Curium (Cm)"
"12141713";"Einsteinium (Es)";"Einsteinium (Es)"
"12141714";"Fermium (Fm)";"Fermium (Fm)"
"12141715";"Gallium (Ga)";"Gallium (Ga)"
"12141716";"Germanium (Ge)";"Germanium (Ge)"
"12141717";"Gold (Au)";"Gold (Au)"
"12141718";"Hafnium (Hf)";"Hafnium (Hf)"
"12141719";"Indium (Hf)";"Indium (Hf)"
"12141720";"Iridium (Ir)";"Iridium (Ir)"
"12141721";"Eisen (Fe)";"Iron (Fe)"
"12141722";"Lawrencium (Lr)";"Lawrencium (Lr)"
"12141723";"Blei (Pb)";"Lead (Pb)"
"12141724";"Mangan (Pb)";"Manganese (Mn)"
"12141725";"Mendelevium (Md)";"Mendelevium (Md)"
"12141726";"Quecksilber (Hg)";"Mercury (Hg)"
"12141727";"Molybdän (Mo)";"Molybdenum (Mo)"
"12141728";"Neptunium (Np)";"Neptunium (Np)"
"12141729";"Nickel (Ni)";"Nickel (Ni)"
"12141730";"Niobium (Nb)";"Niobium (Nb)"
"12141731";"Nobelium (No)";"Nobelium (No)"
"12141732";"Osmium (Os)";"Osmium (Os)"
"12141733";"Palladium (Pd)";"Palladium (Pd)"
"12141734";"Platin (Pt)";"Platinum (Pt)"
"12141735";"Plutonium (Pu)";"Plutonium (Pu)"
"12141736";"Protactinium (Pa)";"Protactinium (Pa)"
"12141737";"Rhenium (Re)";"Rhenium (Re)"
"12141738";"Rhodium (Rh)";"Rhodium (Rh)"
"12141739";"Ruthenium (Ru)";"Ruthenium (Ru)"
"12141740";"Silber (Ag)";"Silver (Ag)"
"12141741";"Tantal (Ta)";"Tantalum (Ta)"
"12141742";"Technetium (Te)";"Technetium (Te)"
"12141743";"Thallium (Tl)";"Thallium (Tl)"
"12141744";"Thorium (Th)";"Thorium (Th)"
"12141745";"Zinn (Sn)";"Tin (Sn)"
"12141746";"Titan (Ti)";"Titanium (Ti)"
"12141747";"Wolfram (W)";"Tungsten (W)"
"12141748";"Uran (U)";"Uranium (U)"
"12141749";"Vanadium (V)";"Vanadium (V)"
"12141750";"Zink (Zn)";"Zinc (Zn)"
"12141751";"Zirkonium (Zr)";"Zirconium (Zr)"
"12141752";"Bohrium (Bh)";"Bohrium (Bh)"
"12141753";"Dubnium (Db)";"Dubnium (Db)"
"12141754";"Hassium (Hs)";"Hassium (Hs)"
"12141755";"Rutherfordium (Rf)";"Rutherfordium (Rf)"
"12141756";"Seaborgium (Sg)";"Seaborgium (Sg)"
"12141757";"Ununnilium (Uum)";"Ununnilium (Uum)"
"12141758";"Unununium (Uuu)";"Unununium (Uuu)"
"12141759";"Ununbium (Uub)";"Ununbium (Uub)"
"12141760";"Polonium ((Po)";"Polonium ((Po)"
"12141800";"Alkali Metalle";"Alkali metals"
"12141801";"Cäsium (Cs)";"Cesium (Cs)"
"12141802";"Francium (Fm)";"Francium (Fm)"
"12141803";"Lithium (Li)";"Lithium (Li)"
"12141804";"Kalium (K)";"Potassium (K)"
"12141805";"Rubidium (Rb)";"Rubidium (Rb)"
"12141806";"Natrium (Na)";"Sodium (Na)"
"12141900";"Nichtmetalle und reine und elementare Gase";"Non metals and pure and elemental gases"
"12141901";"Chlor (Cl)";"Chlorine  (Cl)"
"12141902";"Wasserstoff (H)";"Hydrogen (H)"
"12141903";"Stickstoff (N)";"Nitrogen  (N)"
"12141904";"Sauerstoff (O)";"Oxygen (O)"
"12141905";"Fluor (F)";"Fluorine  (F)"
"12141906";"Arsenik (As)";"Arsenic (As)"
"12141907";"Bor (Bh)";"Boron (Bh)"
"12141908";"Kohlenstoff (C)";"Carbon (C)"
"12141909";"Phosphor (P)";"Phosphorus (P)"
"12141910";"Selen (Se)";"Selenium (Se)"
"12141911";"Silizium (Si)";"Silicon (Si)"
"12141912";"Schwefel (S)";"Sulfur (S)"
"12141913";"Tellur (Te)";"Tellurium (Te)"
"12141914";"Astatine (At)";"Astatine (At)"
"12141915";"Brom Br";"Bromine Br"
"12141916";"Iod (I)";"Iodine (I)"
"12142000";"Edelgase";"Noble gases"
"12142001";"Xenongas (Xe)";"Xenon gas  (Xe)"
"12142002";"Radongas (Rn)";"Radon gas (Rn)"
"12142003";"Kryptongas (Kr)";"Krypton gas (Kr)"
"12142004";"Argongas (Ar)";"Argon gas (Ar)"
"12142005";"Heliumgas (He)";"Helium gas (He)"
"12142006";"Neongas (Ne)";"Neon gas (Ne)"
"12142100";"Natur und Gemischtgase";"Natural and mixed gases"
"12142101";"Wasserstoffverbindungengase";"Hydrogen compound gases"
"12142102";"Chloriertegemischtgase";"Chlorinated mixed gases"
"12142103";"Ammoniak";"Ammonia"
"12142104";"Kohlendioxyd";"Carbon dioxide gas (CO2)"
"12150000";"Säure und ihre Salze und Ester";"Acids and their salts and esters"
"12151500";"Carbozyklischesäure und ihre Salze und Ester";"Carboxylic acids and their salts and esters"
"12151501";"Essigsäure";"Acetic acids"
"12151502";"Azyklischesäure";"Acyclic acids"
"12151503";"Aldehydesäure";"Aldehydic acids"
"12151504";"Buttersäure";"Butyric acids"
"12151505";"Carbozyklischesäure";"Carbocylic acids"
"12151506";"Hydroxylsäure";"Hydroxy acids"
"12151507";"Ketosäure";"Keto acids"
"12151508";"Propionsäure";"Propionic acids"
"12151509";"Akryliksäure";"Acrylic acid esters"
"12151600";"Heterozyklische Säuren und deren Salze und Ester";"Heterocyclic acids and their salts and esters"
"12151601";"Indolessigsäure";"Indoleacetic acids"
"12151602";"Isonikotinsäure";"Isonicotinic acids"
"12151603";"Isonipecoticsäure";"Isonipecotic acids"
"12151604";"Nikotinsäure";"Nicotinic acids"
"12151605";"Nipecotinsäure";"Nipecotic acids"
"12151606";"Orotsäure";"Orotic acids"
"12151607";"Picolinsäure";"Picolinic acids"
"12151608";"Pipecolinsäure";"Pipecolic acids"
"12151700";"Fettsäure";"Fatty acids and their salts and esters"
"12151701";"Decanoicsäure";"Decanoic acids"
"12151702";"Ungesätige Fettsäure";"Unsaturated fatty acids"
"12151703";"Flüchtige Fettsäure";"Volatile fatty acids"
"12151704";"Heptylicsäure";"Heptanoic acids"
"12151705";"Laurinsäure";"Lauric acids"
"12151706";"Mykolinsäure";"Mycolic acids"
"12151707";"Myristinsäure";"Myristic acids"
"12151708";"Palmitinsäure";"Palmitic acids"
"12151709";"Stearinsäure";"Stearic acids"
"12151800";"Uncarbonsäure und ihre Salze";"Non carboxylic acids and their salts"
"12151801";"Kohlensäure";"Carbonic acids"
"12151802";"Saltpetersäure";"Nitric acids"
"12151803";"Phosphorigsäure";"Phosphorous acids"
"12151804";"Schwefelsäure";"Sulfur acids"
"12151805";"Chlorid";"Chlorides"
"12151806";"Hydrochlorid";"Hydrochlorides"
"12151807";"Nitrat und Nitrit";"Nitrates or nitrites"
"12151808";"Silikat";"Silicates"
"12151809";"Phosphate oder Phosphid";"Phosphates or phosphides"
"12151810";"Bicarbonate oder Carbid oder Carbonat";"Bicarbonates or carbides or carbonates"
"12151811";"Fluor";"Fluorides"
"12151812";"Bromid und Bromat";"Bromides or bromates"
"12151813";"Jodid oder Jodat";"Iodides or iodates"
"12160000";"Zusatzmitteln";"Additives"
"12161500";"Indikatoren und Reagens";"Indicators and Reagents"
"12161501";"Affinitäts";"Affinity labels"
"12161502";"Cross-linking reagents";"Cross linking agents"
"12161503";"Reagenzienkits";"Reagent kits"
"12161504";"Sulfhydrylreagenzien";"Sulfhydryl reagents"
"12161505";"Interkalierende Wirkstoffe";"Intercalating agents"
"12161506";"Ablenkungsagens";"Diverting agents"
"12161600";"Katalysatoren";"Catalysts"
"12161601";"SäureKatalysatoren";"Acid catalysts"
"12161602";"Verbrennungkatalysatoren";"Combustion catalysts"
"12161603";"Kundschaftkatalysatoren";"Custom catalysts"
"12161604";"Katalysatoren für Crackverfahren";"Cracking catalysts"
"12161700";"Puffer";"Buffers"
"12161701";"Ampholytgemische";"Ampholyte mixtures"
"12161702";"Bikarbonatpuffer";"Bicarbonate buffers"
"12161703";"Sonstige Puffer";"Other buffers"
"12161800";"Kolloide";"Colloids"
"12161801";"Gelen";"Gels"
"12161802";"Aufschämmungen";"Suspensions"
"12161803";"Aerosolen";"Aerosols"
"12161804";"Emulsionen";"Emulsions"
"12161805";"Natürliche Geliermittel";"Natural gelling agents"
"12161806";"Synthetische Geliermittel";"Synthetic gelling agents"
"12161807";"Gelstabilisatoren";"Gel stabilizers"
"12161808";"Aufschämmungsagens";"Suspending agents"
"12161900";"Oberfläschenaktivemitteln";"Surfactants"
"12161901";"Antischaummitteln";"Anti foaming agents"
"12161902";"Detergenzien";"Detergent surfactants"
"12161903";"Schaummitteln";"Foaming agents"
"12161904";"Dispersionsmitteln";"Dispersing agents"
"12161905";"Ausspülung";"Flushes"
"12161906";"Benetzungsmitteln";"Wetting agents"
"12161907";"Wasserüberflutenszusatzmitteln";"Water flood additives"
"12162000";"Fliessmitteln";"Plasticizers"
"12162001";"Phthalate";"Phthalates"
"12162002";"Polymeren";"Polymerics"
"12162003";"Agrar Oele";"Agricultural oils"
"12162004";"Sulfonamid";"Sulfonamides"
"12162005";"Glutarate";"Glutarates"
"12162100";"Flame Verzögerer";"Flame retardants"
"12162101";"Brominert";"Brominated"
"12162200";"Anti-oxidationsmitteln";"Anti oxidants"
"12162201";"Ascorbinsäure";"Ascorbic acid"
"12162202";"Beta Karotin";"Beta carotene"
"12162203";"Butylinisches Hydroxyanisol";"Butylated hydroxyanisole"
"12162204";"Butylinisches Hydroxytoulol";"Butylated hydroxytoluene"
"12162205";"Kalziumcitrat";"Calcium citrate"
"12162206";"Canthraxanthin";"Canthaxanthin"
"12162207";"Melatonin";"Melatonin"
"12162208";"Nordihydroguaiaretische Säure";"Nordihydroguaiaretic acid"
"12162209";"Propylgallat";"Propyl gallate"
"12162210";"Silymarin";"Silymarin"
"12162211";"Schwefeldioxid";"Sulfur dioxide"
"12162300";"Aushärtungsagens";"Curing agents"
"12162301";"Wasser befördert Aushärtungsagens";"Waterborne curing agents"
"12162302";"Zement Akzelerator";"Cement accelerators"
"12162303";"Zement Versörger";"Cement retarders"
"12162400";"Polymer Brecher";"Polymer breakers"
"12162401";"Säure Polymerbrecher";"Acidic polymer breakers"
"12162402";"Organische Polymerbrecher";"Organic polymer breakers"
"12162500";"Emulsionserstörer";"Emulsion breakers"
"12162501";"Wasser in öl Emulsionserstörer";"Water in oil emulsion breakers"
"12162502";"Oel in Wasser Emulsionserstörer";"Oil in water emulsion breakers"
"12162503";"Flotationshilfen";"Flotation aids"
"12162600";"Ton Stabilisatoren";"Clay stabilizers"
"12162601";"Unorganische Ton Stabilisatoren";"Inorganic clay stabilizers"
"12162602";"Organische Ton Stabilisatoren";"Organic clay stabilizers"
"12162700";"Flusigkeit Verlust Zusatzmitteln";"Fluid loss additives"
"12162701";"Naturlische Polymer Flusigkeit Verlust Zusatzmitteln";"Natural polymer fluid loss additives"
"12162702";"Polymer Flusigkeit Verlust Zusatzmitteln";"Modified polymer fluid loss additives"
"12162800";"Reibung Reduktionsmitteln";"Friction reducers"
"12162801";"Anionische Reibung Reduktionsmitteln";"Anionic friction reducers"
"12162802";"Kationische Reibung Reduktionsmitteln";"Cationic friction reducers"
"12162900";"Paraffin Asphalt Bekämpfungsmitteln";"Paraffin asphaltene control agents"
"12162901";"Lössung Typ Paraffin Asphalt Bekämpfungsmitteln";"Solvent type paraffin asphaltene control agents"
"12162902";"Kristallmodifizierte Mittel zur Vermeidung von Paraffin- oder Asphaltenablagerungen";"Crystal modified paraffin asphaltene control agents"
"12162903";"Dispersionsartige Mittel zur Vermeidung von Paraffin- oder Asphaltenablagerungen";"Dispersant type paraffin asphaltene control agents"
"12163000";"Schlammentfernungsmischungen";"Mud removal mixtures"
"12163001";"Schlammentfernungs Agens";"Mud cleanout agents"
"12163100";"Mittel zur Vermeidung von Schlammbildung";"Anti sludgers"
"12163101";"Zusätze zur Vermeidung von Schlammbildung";"Anti sludge additives"
"12163200";"Gasmigrationsverhindernde Mittel";"Anti gas migration agents"
"12163201";"Gasmigrationsverhindernde Zusätze";"Anti gas migration additives"
"12163300";"Schaumitteln";"Expanding agents"
"12163301";"Zementschaumitteln";"Cement expanding agents"
"12163400";"Streckmitteln";"Extenders"
"12163401";"Zementstreckmitteln";"Cement extenders"
"12163500";"Oelquellen Versiegelungsmitteln";"Oil well sealants"
"12163501";"Klebfähige Versiegelungsmitteln";"Cementing sealants"
"12163600";"Korrosionshemmstoffe";"Corrosion inhibitors"
"12163601";"Oel Produktionsverrottungshemmstoffe";"Oil production corrosion inhibitors"
"12163602";"Gas Produktionsverrottungshemmstoffe";"Gas production corrosion inhibitors"
"12163700";"Gas hydrat Kontrolleur";"Gas hydrate controllers"
"12163701";"Kinetische Hydrat Kontrolleur";"Kinetic hydrate controllers"
"12163800";"Spüler";"Scavengers"
"12163801";"Schwefelwasserstoffspüler";"Hydrogen sulfide scavengers"
"12163802";"Sauerstoffspüler";"Oxygen scavengers"
"12163900";"Skalen Kontrolleur";"Scale controllers"
"12163901";"Skalen Hemmstoff";"Scale inhibitor"
"12163902";"Skalen Entfernungsmitteln und Umformer";"Scale removers and converters"
"12164000";"Bakterizid";"Bactericides"
"12164001";"Anmeldete Mikrobiociden";"Registered microbiocides"
"12164100";"In situ (am Ort) ";"N situ"
"12164101";"In situ (am ort) Zusatzmitteln";"N situ additives"
"12164102";"Säuerstoffzusatzmitteln";"Acid additives"
"12164200";"Aufhälter";"Retarders"
"12164201";"Sauerzerfressung Hemmstoffe";"Acid corrosion inhibitors"
"12164300";"Eisenkontrollstoffe";"Iron controllers"
"12164301";"Eisen Kontrollzusatzmiteln";"Iron control additives"
"12164400";"Nicht emulgierende Stoffe";"Non emulsifiers"
"12164401";"Unemulgiebare Zusatzmitteln";"Non emulsifying additives"
"12170000";"Farbengebungsmitteln";"Colorants"
"12171500";"Farbstoffe";"Dyes"
"12171501";"Fluoreszenzfarbstoffe";"Fluorescent dyes"
"12171502";"Phthaleinfarben";"Phthalein dyes"
"12171503";"Fuchsinfarbstoffe";"Rosaniline dyes"
"12171504";"Essen oder Arzneimittel oder Kosmetischsicherfarben";"Food or drug or cosmetic safe (FDC) dyes"
"12171505";"lackiert";"Laked"
"12171506";"Naturlische Farben";"Natural dyes"
"12171600";"Pigmente";"Pigments"
"12171601";"Naturlische Pigmente";"Natural pigments"
"12171602";"Anorganische Metalloxid";"Inorganic metal oxides"
"12171603";"Kohlschwarz";"Carbon black"
"12171604";"Titandioxid";"Titanium dioxide"
"12171605";"Organischepigmente";"Organic pigments"
"12171700";"Farbverbindungen und Dispersionen";"Color compounds and dispersions"
"12171701";"Polymer Hauptsatz";"Polymer masterbatches"
"12171702";"Pigmentdispersionen";"Pigment dispersions"
"12171703";"Tinten";"Inks"
"12180000";"Wachse und Oele";"Waxes and oils"
"12181500";"Wachse";"Waxes"
"12181501";"Synthetische Wachse";"Synthetic waxes"
"12181502";"Natürliche Wachse";"Natural waxes"
"12181503";"Paraffin";"Paraffins"
"12181504";"Petrolate";"Petrolatums"
"12181600";"Oele";"Oils"
"12181601";"Sysnthetische Oele";"Synthetic oils"
"12181602";"Sysnthetische Oele";"Natural oils"
"12190000";"Lösungsmitteln";"Solvents"
"12191500";"Kohlenwasserstoffhaltige Lösungsmittel";"Hydrocarbonated solvents"
"12191501";"Aromatischlösungsmitteln";"Aromatic solvents"
"12191502";"Aiphatische Lösungsmitteln";"Aliphatic solvents"
"12191600";"Oxidierende Lösungsmitteln";"Oxygenated solvents"
"12191601";"Alkohollössungsmitteln";"Alcohol solvents"
"12191602";"Aktive Lössungsmitteln";"Active solvents"
"12200000";"Chemische Zwischenprodukte und Fixateur";"Chemical intermediates and fixatives"
"12201500";"Zwischenprodukte";"Intermediates"
"12201501";"Ether Zwischenprodukte";"Ether intermediates"
"12201502";"Ketone Zwischenprodukte";"Ketone intermediates"
"12201503";"Aldehyd Zwischenprodukte";"Aldehyde intermediates"
"12201504";"Peroxid Zwischenprodukte";"Peroxide intermediates"
"12201505";"Acrylate oder Methaacrylate Zwischenprodukte";"Acrylate or methacrylate intermediates"
"12201600";"Fixiermitteln";"Fixatives"
"12201601";"Formaldehyde";"Formaldehydes"
"12201602";"Gluteral";"Glutrals"
"12201603";"Tannine";"Tannins"
"12201700";"Amin und Amid und Imine und Imide";"Amines and amides and imines and imides"
"12201701";"Primär";"Primary"
"12201702";"Sekundär";"Secondary"
"12201703";"Tertiär";"Tertiary"
"12201704";"Spezialität";"Specialty"
"12201705";"Sulfoniert";"Sulphonated"
"12210000";"Kohlenstoff Chemikalien und verbindete Chemikalien";"Carbon based chemicals and compounded chemicals"
"12211700";"Aldehyde";"Aldehydes"
"12211701";"Acetaldehyde";"Acetalaldehyes"
"12211702";"Glyoxale";"Glyoxals"
"12211800";"Ether";"Ethers"
"12211801";"Acetal Ether";"Acetal ethers"
"12211802";"Ethyl Ether";"Ethyl ethers"
"12211803";"Methyl Ether";"Methyl ethers"
"12211804";"Phenyl ether";"Phenyl ethers"
"12211900";"Ketone";"Ketones"
"12211901";"Acetone";"Acetones"
"12211902";"Kampfer";"Camphors"
"12211903";"Ketonekörper";"Ketone bodies"
"12211904";"Mannich-Basen";"Mannich bases"
"12212000";"Phenol";"Phenols"
"12212001";"Bromphenolblau";"Bromphenol blue"
"12212002";"Hydroxytoluol";"Cresols"
"12212100";"Kohlenhydrate";"Carbohydrates"
"12212101";"Einfache Zucker";"Simple sugars"
"12212102";"Schleimharz";"Gum resins"
"12212103";"Stärkemehl";"Starches"
"12212200";"Verbindungen";"Compounds"
"12212201";"Chemische Legierumg";"Chemical alloys"
"12212202";"Cyanide oder Cyanate";"Cyanides or cyanates"
"12212203";"Aluminiumverbindungen";"Aluminum compounds"
"12212204";"Bariumverbindungen";"Barium compounds"
"12212205";"Borverbindungen";"Boron compounds"
"12212206";"Bromverbindungen";"Bromine compounds"
"12212207";"Kalziumverbindungen";"Calcium compounds"
"12212208";"Kohlenstoffverbindungen";"Carbon compounds"
"12212209";"Chlorverbindungen";"Chlorine compounds"
"12212210";"Fluorverbindungen";"Fluorine compounds"
"12212211";"Goldverbindungen";"Gold compounds"
"12212212";"Iodverbindungen";"Iodine compounds"
"12212213";"Eissenverbindungen";"Iron compounds"
"12212214";"Magnesiumverbindungen";"Magnesium compounds"
"12212217";"Sauerstoffverbindungen";"Oxygen compounds"
"12212218";"Phosphorverbindungen";"Phosphorous compounds"
"12212219";"Kaliumverbindungen";"Potassium compounds"
"12212220";"Selenverbindungen";"Selenium compounds"
"12212221";"Silizium- oder Silikon- oder Silanverbindungen";"Silicon or silicone or silicane compounds"
"12212222";"Natriumverbindungen";"Sodium compounds"
"12212223";"Schwefelverbindungen";"Sulfur compounds"
"12212224";"Zinnverbindungen";"Tin compounds"
"12212225";"Zinkverbindungen";"Zinc compounds"
