"Elnumber";"ProductGroupID";"DescShort";"Grouping";"SupplierNo";"SequenceNo";"HeaderText";"FooterText";"Picture"
"1478440";"64395-X";"Sensor IS 2180-5 Inox";"";"938941";"7000";"";"";""
"1478443";"64403-X";"Sensor IS 3180 Sort";"";"938941";"2000";"";"";""
"1478444";"64403-X";"Sensor IS 3180 Hvit";"";"938941";"3000";"";"";""
"1478445";"64403-X";"Sensor IS 3180 Inox";"";"938941";"4000";"";"";""
"1478446";"64403-X";"Sensor IS 3360 hvit (tak)";"";"938941";"5000";"";"";""
"1478447";"64403-X";"Sensor IS 345 hvit (korridor)";"";"938941";"6000";"";"";""
"1478430";"64396-X";"LuxMaster BLS";"";"938941";"2000";"";"";""
"1478431";"64396-X";"LuxMaster BLS D";"";"938941";"3000";"";"";""
"1478432";"64396-X";"LuxMaster BLS DF";"";"938941";"4000";"";"";""
"1478433";"64396-X";"Fjernkontroll";"";"938941";"5000";"";"";""
"1478419";"64399-X";"Sensor IR 180 UP";"";"938941";"2000";"";"";""
"1478435";"64399-X";"Sensor HF 360 UP";"";"938941";"3000";"";"";""
"1478571";"18874-X";"SE74341 EFF-MODUL";"";"948535";"5000";"<b>Type	Belastning</b>
Dimmere for skinnemontering, med mulighet for dimming av
effekter opptil 2250W på en toleder.
Dette gjøres ved å paralellkople effektmoduler og dimmerene.";"";""
"1478560";"18874-X";"SE74340 DIMMER";"";"948535";"6000";"";"";"hlr-system/Print/GRUPPE14/1478560.eps"
"1478570";"18874-X";"SE74321 EFF.-MODUL";"";"948535";"7000";"";"";"hlr-system/Print/GRUPPE14/1478570.eps"
"1478561";"18874-X";"SE74320 DIMMER";"";"948535";"8000";"";"";"hlr-system/Print/GRUPPE14/1478561.eps"
"1480010";"63237-X";"BRYTER 2X25A";"";"971790";"2000";"";"";"hlr-system/Print/GRUPPE14/1480010.eps"
"1480011";"63237-X";"BRYTER 2X25A m/SIGNALLAMPE";"";"971790";"3000";"";"";""
"1480013";"63237-X";"BRYTER 2X63A";"";"971790";"4000";"";"";""
"1480009";"63237-X";"BRYTER 3X40A";"";"971790";"5000";"";"";"hlr-system/Print/GRUPPE14/1480009.eps"
"1460908";"63919-X";"I 20-1 250V AC Modulær Lastbryter";"";"975265";"2000";"";"";""
"1460912";"63919-X";"I 20-2 415V AC Modulær Lastbryter";"";"975265";"3000";"";"";""
"1460914";"63919-X";"I 20-3 415V AC Modulær Lastbryter";"";"975265";"4000";"";"";""
"1460915";"63919-X";"I 20-4 415V AC Modulær Lastbryter";"";"975265";"5000";"";"";""
"1460909";"63919-X";"I 32-1 250V AC Modulær Lastbryter";"";"975265";"6000";"";"";""
"1460901";"63919-X";"I 32-2 415V AC Modulær Lastbryter";"";"975265";"7000";"";"";""
"1460902";"63919-X";"I 32-3 415V AC Modulær Lastbryter";"";"975265";"8000";"";"";""
"1460916";"63919-X";"I 32-4 415V AC Modulær Lastbryter";"";"975265";"9000";"";"";""
"1460911";"63919-X";"I 63-1 250V AC Modulær Lastbryter";"";"975265";"10000";"";"";"hlr-system/Print/GRUPPE14/1460911.eps"
"1460903";"63919-X";"I 63-2 415V AC Modulær Lastbryter";"";"975265";"11000";"";"";""
"1460904";"63919-X";"I 63-3 415V AC Modulær Lastbryter";"";"975265";"12000";"";"";""
"1460917";"63919-X";"I 63-4 415V AC Modulær Lastbryter";"";"975265";"13000";"";"";""
"1460926";"63919-X";"I 40-4 415V AC Modulær Lastbryter";"";"975265";"14000";"";"";""
"1460922";"63919-X";"I 40-2 415V AC Modulær Lastbryter";"";"975265";"15000";"";"";""
"1460924";"63919-X";"I 40-3 415V AC Modulær Lastbryter";"";"975265";"16000";"";"";""
"1460920";"63919-X";"I 40-1 250V AC Modulær Lastbryter";"";"975265";"17000";"";"";""
"1460921";"63919-X";"I 125-1 250V AC Modulær Lastbryter";"";"975265";"18000";"";"";""
"1460923";"63919-X";"I 125-2 415V AC Modulær Lastbryter";"";"975265";"19000";"";"";""
"1460925";"63919-X";"I 125-3 415V AC Modulær Lastbryter";"";"975265";"20000";"";"";""
"1460927";"63919-X";"I 125-4 415V AC Modulær Lastbryter";"";"975265";"21000";"";"";""
"1460918";"63919-X";"I 100-1 415V AC Modulær Lastbryter";"";"975265";"22000";"";"";""
"1460905";"63919-X";"I 100-2 415VAC Modulær Lastbryter";"";"975265";"23000";"";"";""
"1460906";"63919-X";"I 100-3 415VAC Modulær Lastbryter";"";"975265";"24000";"";"";""
"1460919";"63919-X";"I 100-4 415VAC Modulær Lastbryter";"";"975265";"25000";"";"";""
"1460940";"64245-X";"Impulsrele Tl 16-1, 230VAC/110VDC";"";"975265";"2000";"";"";""
"1460939";"64245-X";"Impulsrele Tl 16-1, 130VAC/48VDC";"";"975265";"3000";"";"";""
"1460938";"64245-X";"Impulsrele Tl 16-1, 48VAC/24VDC";"";"975265";"4000";"";"";""
"1460937";"64245-X";"Impulsrele Tl 16-1, 24VAC/12VDC";"";"975265";"5000";"";"";""
"1460936";"64245-X";"Impulsrele Tl 16-1, 12VAC/6VDC";"";"975265";"6000";"";"";""
"1460949";"64245-X";"Impulsrele TL 32-1, 230VAC/110VDC";"";"975265";"7000";"";"";""
"1460957";"64245-X";"Impulsrele TLM 16-1 Fast Sign. 230VAC/110VDC";"";"975265";"8000";"";"";""
"1460958";"64245-X";"Impulsrele TLS 16-1 M/Hj.Kont. 230VAC/110VDC";"";"975265";"9000";"";"";""
"1460956";"64245-X";"Impulsrele TLC 16-1 M/Sentr.  230VAC/110VDC";"";"975265";"10000";"";"";""
"1460945";"64245-X";"Impulsrele Tl 16-2, 230VAC/110VDC";"";"975265";"11000";"";"";""
"1460944";"64245-X";"Impulsrele Tl 16-2, 130VAC/48VDC";"";"975265";"12000";"";"";""
"1460943";"64245-X";"Impulsrele Tl 16-2, 48VAC/24VDC";"";"975265";"13000";"";"";""
"1460942";"64245-X";"Impulsrele Tl 16-2, 24VAC/12VDC";"";"975265";"14000";"";"";""
"1460941";"64245-X";"Impulsrele Tl 16-2, 12VAC/6VDC";"";"975265";"15000";"";"";""
"1460955";"64245-X";"ETL Tilleggsblokk 16-2, 230VAC/110VDC";"";"975265";"17000";"";"";""
"1460954";"64245-X";"ETL Tilleggsblokk 16-2, 130VAC/48VDC";"";"975265";"18000";"";"";""
"1460953";"64245-X";"ETL Tilleggsblokk 16-2, 48VAC/24VDC";"";"975265";"19000";"";"";""
"1460952";"64245-X";"ETL Tilleggsblokk 16-2, 24VAC/12VDC";"";"975265";"20000";"";"";""
"1460951";"64245-X";"ETL Tilleggsblokk 16-2, 12VAC/6VDC";"";"975265";"21000";"";"";""
"1461005";"63740-X";"RTA Tidsrele Forsinket Innkobling";"";"975265";"2000";"";"";""
"1461006";"63740-X";"RTB Tidsrele Forsinket Utkobling";"";"975265";"3000";"";"";""
"1461007";"63740-X";"RTC Tidsrele Forsinket Utkobling";"";"975265";"4000";"";"";""
"1461008";"63740-X";"RTH Tidsrele Forsinket Utkobling";"";"975265";"5000";"";"";""
"1461009";"63740-X";"RTL Blinkrele";"";"975265";"6000";"";"";""
"1461010";"63740-X";"Rtmf Tidsrele Multifunksjon";"";"975265";"7000";"";"";""
"1481216";"63741-X";"Kobl.Ur IHP 1K 28 Pl.Minne Døgn/Uke";"";"975265";"2000";"";"";""
"1481217";"63741-X";"Kobl.Ur IHP 1K 28 Pl. M/Puls Døgn/Uke";"";"975265";"3000";"";"";""
"1481218";"63741-X";"Kobl.Ur IHP 2K 42 Minnnepl. Døgn/Uke";"";"975265";"4000";"";"";""
"1481219";"63741-X";"Kobl.Ur IHP 2K Imp. 42 Plasser Døgn/Uke";"";"975265";"5000";"";"";""
"1481220";"63741-X";"IC Astro koblingsur/skumringsrele";"";"975265";"8000";"<b>IC Astro - automatisk lyskontroll</b>
12 års minneback-up ved spenningsbortfall";"";""
